,score,fold,task,best_epoch,batch_size
68,0.7475308641975309,3,./tasks_O_z-score/O_z-score_test_HNSC_grade.h5,78,32
69,0.7576853526220614,4,./tasks_O_z-score/O_z-score_test_HNSC_grade.h5,87,32
70,0.746875,0,./tasks_O_z-score/O_z-score_train_CESC_grade.h5,97,32
71,0.611111111111111,1,./tasks_O_z-score/O_z-score_train_CESC_grade.h5,93,32
72,0.6784897025171625,2,./tasks_O_z-score/O_z-score_train_CESC_grade.h5,87,32
73,0.6329268292682927,3,./tasks_O_z-score/O_z-score_train_CESC_grade.h5,108,32
74,0.7110389610389611,4,./tasks_O_z-score/O_z-score_train_CESC_grade.h5,109,32
75,0.7354838709677419,0,./tasks_O_z-score/O_z-score_train_PAAD_grade.h5,109,32
76,0.6220735785953176,1,./tasks_O_z-score/O_z-score_train_PAAD_grade.h5,165,32
77,0.6981818181818181,2,./tasks_O_z-score/O_z-score_train_PAAD_grade.h5,98,32
78,0.5517241379310345,3,./tasks_O_z-score/O_z-score_train_PAAD_grade.h5,140,32
79,0.5760869565217391,4,./tasks_O_z-score/O_z-score_train_PAAD_grade.h5,92,32
80,0.7582688247712878,0,./tasks_O_z-score/O_z-score_train_LGG_grade.h5,73,32
81,0.7844164919636618,1,./tasks_O_z-score/O_z-score_train_LGG_grade.h5,62,32
82,0.6930199430199431,2,./tasks_O_z-score/O_z-score_train_LGG_grade.h5,70,32
83,0.8308404558404558,3,./tasks_O_z-score/O_z-score_train_LGG_grade.h5,56,32
84,0.8010695187165776,4,./tasks_O_z-score/O_z-score_train_LGG_grade.h5,72,32
85,0.6566597653554176,0,./tasks_O_z-score/O_z-score_train_LUAD_stage.h5,45,32
86,0.601449275362319,1,./tasks_O_z-score/O_z-score_train_LUAD_stage.h5,53,32
87,0.6546913149633763,2,./tasks_O_z-score/O_z-score_train_LUAD_stage.h5,50,32
88,0.7164021164021165,3,./tasks_O_z-score/O_z-score_train_LUAD_stage.h5,44,32
89,0.6840659340659341,4,./tasks_O_z-score/O_z-score_train_LUAD_stage.h5,38,32
